user_id,created_at,company_id,language,activated_at,state,"(user_id, created_at, company_id, language, activated_at, state)"
4552,08/10/13 8:52,11807,english,08/10/13 8:53,active,"('4552','41555.3694444444','11807','english','41555.3701388889','active'),"
4553,08/10/13 16:01,213,spanish,08/10/13 16:03,active,"('4553','41555.6673611111','213','spanish','41555.66875','active'),"
4556,08/10/13 10:40,1,english,08/10/13 10:41,active,"('4556','41555.4444444444','1','english','41555.4451388889','active'),"
4557,08/10/13 13:28,10124,english,08/10/13 13:29,active,"('4557','41555.5611111111','10124','english','41555.5618055556','active'),"
4559,08/10/13 9:38,8322,chinese,08/10/13 9:39,active,"('4559','41555.4013888889','8322','chinese','41555.4020833333','active'),"
4560,08/10/13 16:29,19,english,08/10/13 16:31,active,"('4560','41555.6868055556','19','english','41555.6881944444','active'),"
4561,08/10/13 6:46,1,arabic,08/10/13 6:48,active,"('4561','41555.2819444444','1','arabic','41555.2833333333','active'),"
4562,08/10/13 2:39,1,portugese,08/10/13 2:40,active,"('4562','41555.1104166667','1','portugese','41555.1111111111','active'),"
4566,08/10/13 17:46,12043,japanese,08/10/13 17:47,active,"('4566','41555.7402777778','12043','japanese','41555.7409722222','active'),"
4567,08/10/13 13:18,10,japanese,08/10/13 13:19,active,"('4567','41555.5541666667','10','japanese','41555.5548611111','active'),"
4568,08/10/13 9:01,1354,german,08/10/13 9:02,active,"('4568','41555.3756944444','1354','german','41555.3763888889','active'),"
4569,08/10/13 13:26,9,russian,08/10/13 13:28,active,"('4569','41555.5597222222','9','russian','41555.5611111111','active'),"
4570,08/10/13 19:56,9855,english,08/10/13 19:58,active,"('4570','41555.8305555556','9855','english','41555.8319444444','active'),"
4575,08/10/13 10:04,1623,japanese,08/10/13 10:05,active,"('4575','41555.4194444444','1623','japanese','41555.4201388889','active'),"
4580,08/10/13 9:01,10927,french,08/10/13 9:02,active,"('4580','41555.3756944444','10927','french','41555.3763888889','active'),"
4581,08/10/13 22:40,1,english,08/10/13 22:41,active,"('4581','41555.9444444444','1','english','41555.9451388889','active'),"
4583,09/10/13 13:37,4,english,09/10/13 13:38,active,"('4583','41556.5673611111','4','english','41556.5680555556','active'),"
4584,09/10/13 16:36,116,korean,09/10/13 16:38,active,"('4584','41556.6916666667','116','korean','41556.6930555556','active'),"
4585,09/10/13 13:12,6285,english,09/10/13 13:14,active,"('4585','41556.55','6285','english','41556.5513888889','active'),"
4586,09/10/13 15:58,12621,english,09/10/13 15:59,active,"('4586','41556.6652777778','12621','english','41556.6659722222','active'),"
4587,09/10/13 14:46,2201,korean,09/10/13 14:48,active,"('4587','41556.6152777778','2201','korean','41556.6166666667','active'),"
4590,09/10/13 16:26,6412,german,09/10/13 16:28,active,"('4590','41556.6847222222','6412','german','41556.6861111111','active'),"
4591,09/10/13 13:23,1857,french,09/10/13 13:25,active,"('4591','41556.5576388889','1857','french','41556.5590277778','active'),"
4592,09/10/13 23:32,2542,spanish,09/10/13 23:33,active,"('4592','41556.9805555556','2542','spanish','41556.98125','active'),"
4595,09/10/13 19:27,12988,korean,09/10/13 19:28,active,"('4595','41556.8104166667','12988','korean','41556.8111111111','active'),"
4596,09/10/13 14:04,234,japanese,09/10/13 14:05,active,"('4596','41556.5861111111','234','japanese','41556.5868055556','active'),"
4597,09/10/13 8:42,9999,english,09/10/13 8:43,active,"('4597','41556.3625','9999','english','41556.3631944444','active'),"
4598,09/10/13 6:23,1360,english,09/10/13 6:24,active,"('4598','41556.2659722222','1360','english','41556.2666666667','active'),"
4601,09/10/13 16:54,9246,english,09/10/13 16:56,active,"('4601','41556.7041666667','9246','english','41556.7055555556','active'),"
4602,09/10/13 16:00,1,korean,09/10/13 16:02,active,"('4602','41556.6666666667','1','korean','41556.6680555556','active'),"
4605,09/10/13 17:40,4825,korean,09/10/13 17:42,active,"('4605','41556.7361111111','4825','korean','41556.7375','active'),"
4608,09/10/13 22:09,1,english,09/10/13 22:11,active,"('4608','41556.9229166667','1','english','41556.9243055556','active'),"
4609,09/10/13 17:43,13,french,09/10/13 17:45,active,"('4609','41556.7381944444','13','french','41556.7395833333','active'),"
4610,09/10/13 8:59,5756,japanese,09/10/13 9:00,active,"('4610','41556.3743055556','5756','japanese','41556.375','active'),"
4615,10/10/13 7:14,1268,english,10/10/13 7:16,active,"('4615','41557.3013888889','1268','english','41557.3027777778','active'),"
4618,10/10/13 12:55,11317,spanish,10/10/13 12:56,active,"('4618','41557.5381944444','11317','spanish','41557.5388888889','active'),"
4620,10/10/13 21:07,5,english,10/10/13 21:09,active,"('4620','41557.8798611111','5','english','41557.88125','active'),"
4622,10/10/13 1:37,4185,english,10/10/13 1:38,active,"('4622','41557.0673611111','4185','english','41557.0680555556','active'),"
4625,10/10/13 11:38,1,japanese,10/10/13 11:39,active,"('4625','41557.4847222222','1','japanese','41557.4854166667','active'),"
4626,10/10/13 9:35,11893,english,10/10/13 9:36,active,"('4626','41557.3993055556','11893','english','41557.4','active'),"
4627,10/10/13 12:34,9290,japanese,10/10/13 12:36,active,"('4627','41557.5236111111','9290','japanese','41557.525','active'),"
4628,10/10/13 18:30,6850,french,10/10/13 18:32,active,"('4628','41557.7708333333','6850','french','41557.7722222222','active'),"
4630,10/10/13 16:13,7,german,10/10/13 16:14,active,"('4630','41557.6756944444','7','german','41557.6763888889','active'),"
4631,10/10/13 7:07,9,spanish,10/10/13 7:08,active,"('4631','41557.2965277778','9','spanish','41557.2972222222','active'),"
4632,10/10/13 8:36,3396,english,10/10/13 8:38,active,"('4632','41557.3583333333','3396','english','41557.3597222222','active'),"
4635,10/10/13 11:01,9030,english,10/10/13 11:03,active,"('4635','41557.4590277778','9030','english','41557.4604166667','active'),"
4636,10/10/13 14:19,9814,japanese,10/10/13 14:21,active,"('4636','41557.5965277778','9814','japanese','41557.5979166667','active'),"
4638,10/10/13 11:09,8021,english,10/10/13 11:10,active,"('4638','41557.4645833333','8021','english','41557.4652777778','active'),"
4639,10/10/13 14:16,302,korean,10/10/13 14:17,active,"('4639','41557.5944444444','302','korean','41557.5951388889','active'),"
4641,10/10/13 14:14,6399,french,10/10/13 14:15,active,"('4641','41557.5930555556','6399','french','41557.59375','active'),"
4642,11/10/13 18:58,6,italian,11/10/13 18:59,active,"('4642','41558.7902777778','6','italian','41558.7909722222','active'),"
4646,11/10/13 7:57,7,english,11/10/13 7:59,active,"('4646','41558.33125','7','english','41558.3326388889','active'),"
4650,11/10/13 20:07,1,english,11/10/13 20:09,active,"('4650','41558.8381944444','1','english','41558.8395833333','active'),"
4654,11/10/13 10:59,5222,german,11/10/13 11:01,active,"('4654','41558.4576388889','5222','german','41558.4590277778','active'),"
4660,11/10/13 16:02,6463,english,11/10/13 16:04,active,"('4660','41558.6680555556','6463','english','41558.6694444444','active'),"
4661,11/10/13 15:33,3443,english,11/10/13 15:34,active,"('4661','41558.6479166667','3443','english','41558.6486111111','active'),"
4662,11/10/13 17:20,1098,english,11/10/13 17:22,active,"('4662','41558.7222222222','1098','english','41558.7236111111','active'),"
4663,11/10/13 17:15,9917,english,11/10/13 17:17,active,"('4663','41558.71875','9917','english','41558.7201388889','active'),"
4664,11/10/13 14:43,25,french,11/10/13 14:45,active,"('4664','41558.6131944444','25','french','41558.6145833333','active'),"
4668,11/10/13 17:21,11478,english,11/10/13 17:22,active,"('4668','41558.7229166667','11478','english','41558.7236111111','active'),"
4669,11/10/13 9:42,19,english,11/10/13 9:44,active,"('4669','41558.4041666667','19','english','41558.4055555556','active'),"
4670,11/10/13 9:21,6276,english,11/10/13 9:23,active,"('4670','41558.3895833333','6276','english','41558.3909722222','active'),"
4671,12/10/13 17:25,1719,chinese,12/10/13 17:26,active,"('4671','41559.7256944444','1719','chinese','41559.7263888889','active'),"
4672,12/10/13 18:19,3,arabic,12/10/13 18:21,active,"('4672','41559.7631944444','3','arabic','41559.7645833333','active'),"
4673,12/10/13 16:34,10582,english,12/10/13 16:36,active,"('4673','41559.6902777778','10582','english','41559.6916666667','active'),"
4675,12/10/13 21:43,1,english,12/10/13 21:45,active,"('4675','41559.9048611111','1','english','41559.90625','active'),"
4677,12/10/13 9:25,11980,english,12/10/13 9:26,active,"('4677','41559.3923611111','11980','english','41559.3930555556','active'),"
4679,12/10/13 13:51,10694,indian,12/10/13 13:52,active,"('4679','41559.5770833333','10694','indian','41559.5777777778','active'),"
4680,13/10/13 14:51,2,indian,13/10/13 14:53,active,"('4680','41560.61875','2','indian','41560.6201388889','active'),"
4686,13/10/13 21:21,11609,english,13/10/13 21:22,active,"('4686','41560.8895833333','11609','english','41560.8902777778','active'),"
4687,13/10/13 14:19,2,german,13/10/13 14:21,active,"('4687','41560.5965277778','2','german','41560.5979166667','active'),"
4688,13/10/13 10:49,4,english,13/10/13 10:50,active,"('4688','41560.4506944444','4','english','41560.4513888889','active'),"
4693,14/10/13 12:46,22,english,14/10/13 12:47,active,"('4693','41561.5319444444','22','english','41561.5326388889','active'),"
4696,14/10/13 12:31,6493,english,14/10/13 12:32,active,"('4696','41561.5215277778','6493','english','41561.5222222222','active'),"
4697,14/10/13 23:35,25,korean,14/10/13 23:37,active,"('4697','41561.9826388889','25','korean','41561.9840277778','active'),"
4699,14/10/13 17:38,10878,arabic,14/10/13 17:40,active,"('4699','41561.7347222222','10878','arabic','41561.7361111111','active'),"
4706,14/10/13 16:25,7862,english,14/10/13 16:27,active,"('4706','41561.6840277778','7862','english','41561.6854166667','active'),"
4708,14/10/13 15:41,2449,chinese,14/10/13 15:43,active,"('4708','41561.6534722222','2449','chinese','41561.6548611111','active'),"
4711,14/10/13 12:26,9256,japanese,14/10/13 12:28,active,"('4711','41561.5180555556','9256','japanese','41561.5194444444','active'),"
4716,14/10/13 15:23,1779,english,14/10/13 15:25,active,"('4716','41561.6409722222','1779','english','41561.6423611111','active'),"
4717,14/10/13 16:50,12827,japanese,14/10/13 16:51,active,"('4717','41561.7013888889','12827','japanese','41561.7020833333','active'),"
4718,14/10/13 10:58,9561,english,14/10/13 10:59,active,"('4718','41561.4569444444','9561','english','41561.4576388889','active'),"
4720,14/10/13 14:12,1499,chinese,14/10/13 14:13,active,"('4720','41561.5916666667','1499','chinese','41561.5923611111','active'),"
4722,15/10/13 19:33,8102,arabic,15/10/13 19:34,active,"('4722','41562.8145833333','8102','arabic','41562.8152777778','active'),"
4723,15/10/13 6:26,8661,english,15/10/13 6:27,active,"('4723','41562.2680555556','8661','english','41562.26875','active'),"
4725,15/10/13 15:22,10,english,15/10/13 15:23,active,"('4725','41562.6402777778','10','english','41562.6409722222','active'),"
4726,15/10/13 14:37,13,spanish,15/10/13 14:39,active,"('4726','41562.6090277778','13','spanish','41562.6104166667','active'),"
4729,15/10/13 17:03,2697,english,15/10/13 17:04,active,"('4729','41562.7104166667','2697','english','41562.7111111111','active'),"
4730,15/10/13 10:38,10272,japanese,15/10/13 10:40,active,"('4730','41562.4430555556','10272','japanese','41562.4444444444','active'),"
4732,15/10/13 4:50,1,german,15/10/13 4:51,active,"('4732','41562.2013888889','1','german','41562.2020833333','active'),"
4733,15/10/13 11:46,112,french,15/10/13 11:47,active,"('4733','41562.4902777778','112','french','41562.4909722222','active'),"
4744,15/10/13 17:04,7564,german,15/10/13 17:06,active,"('4744','41562.7111111111','7564','german','41562.7125','active'),"
4745,15/10/13 19:13,5311,korean,15/10/13 19:15,active,"('4745','41562.8006944444','5311','korean','41562.8020833333','active'),"
4746,15/10/13 21:32,14,spanish,15/10/13 21:34,active,"('4746','41562.8972222222','14','spanish','41562.8986111111','active'),"
4747,15/10/13 18:23,6084,japanese,15/10/13 18:24,active,"('4747','41562.7659722222','6084','japanese','41562.7666666667','active'),"
4756,16/10/13 17:22,5359,english,16/10/13 17:24,active,"('4756','41563.7236111111','5359','english','41563.725','active'),"
4757,16/10/13 17:43,10188,chinese,16/10/13 17:45,active,"('4757','41563.7381944444','10188','chinese','41563.7395833333','active'),"
4758,16/10/13 3:03,9854,english,16/10/13 3:04,active,"('4758','41563.1270833333','9854','english','41563.1277777778','active'),"
4767,16/10/13 15:47,49,arabic,16/10/13 15:48,active,"('4767','41563.6576388889','49','arabic','41563.6583333333','active'),"
4768,16/10/13 14:19,7411,japanese,16/10/13 14:20,active,"('4768','41563.5965277778','7411','japanese','41563.5972222222','active'),"
4769,16/10/13 12:01,1060,spanish,16/10/13 12:02,active,"('4769','41563.5006944444','1060','spanish','41563.5013888889','active'),"
4770,16/10/13 15:43,12005,spanish,16/10/13 15:45,active,"('4770','41563.6548611111','12005','spanish','41563.65625','active'),"
4771,16/10/13 21:55,9903,japanese,16/10/13 21:56,active,"('4771','41563.9131944444','9903','japanese','41563.9138888889','active'),"
4775,16/10/13 16:44,9050,russian,16/10/13 16:46,active,"('4775','41563.6972222222','9050','russian','41563.6986111111','active'),"
4776,16/10/13 12:10,8516,english,16/10/13 12:12,active,"('4776','41563.5069444444','8516','english','41563.5083333333','active'),"
4777,16/10/13 13:27,3083,english,16/10/13 13:29,active,"('4777','41563.5604166667','3083','english','41563.5618055556','active'),"
4779,16/10/13 17:51,11001,spanish,16/10/13 17:52,active,"('4779','41563.74375','11001','spanish','41563.7444444444','active'),"
4781,16/10/13 14:59,64,english,16/10/13 15:00,active,"('4781','41563.6243055556','64','english','41563.625','active'),"
4782,17/10/13 14:05,7,spanish,17/10/13 14:06,active,"('4782','41564.5868055556','7','spanish','41564.5875','active'),"
4786,17/10/13 16:20,8003,english,17/10/13 16:21,active,"('4786','41564.6805555556','8003','english','41564.68125','active'),"
4787,17/10/13 13:54,7747,english,17/10/13 13:56,active,"('4787','41564.5791666667','7747','english','41564.5805555556','active'),"
4792,17/10/13 16:00,2,arabic,17/10/13 16:01,active,"('4792','41564.6666666667','2','arabic','41564.6673611111','active'),"
4793,17/10/13 11:16,1028,english,17/10/13 11:17,active,"('4793','41564.4694444444','1028','english','41564.4701388889','active'),"
4794,17/10/13 11:28,9435,english,17/10/13 11:29,active,"('4794','41564.4777777778','9435','english','41564.4784722222','active'),"
4796,17/10/13 0:11,7,english,17/10/13 0:13,active,"('4796','41564.0076388889','7','english','41564.0090277778','active'),"
4799,17/10/13 16:53,12188,english,17/10/13 16:54,active,"('4799','41564.7034722222','12188','english','41564.7041666667','active'),"
4802,17/10/13 9:23,1287,english,17/10/13 9:24,active,"('4802','41564.3909722222','1287','english','41564.3916666667','active'),"
4803,17/10/13 17:27,5404,english,17/10/13 17:28,active,"('4803','41564.7270833333','5404','english','41564.7277777778','active'),"
4804,17/10/13 17:12,2,spanish,17/10/13 17:14,active,"('4804','41564.7166666667','2','spanish','41564.7180555556','active'),"
4805,17/10/13 15:53,4970,english,17/10/13 15:54,active,"('4805','41564.6618055556','4970','english','41564.6625','active'),"
4806,17/10/13 12:21,3224,french,17/10/13 12:22,active,"('4806','41564.5145833333','3224','french','41564.5152777778','active'),"
4808,17/10/13 13:30,2992,english,17/10/13 13:32,active,"('4808','41564.5625','2992','english','41564.5638888889','active'),"
4809,17/10/13 11:22,571,german,17/10/13 11:23,active,"('4809','41564.4736111111','571','german','41564.4743055556','active'),"
4811,18/10/13 12:29,151,english,18/10/13 12:30,active,"('4811','41565.5201388889','151','english','41565.5208333333','active'),"
4815,18/10/13 4:29,3722,indian,18/10/13 4:30,active,"('4815','41565.1868055556','3722','indian','41565.1875','active'),"
4816,18/10/13 10:08,7842,indian,18/10/13 10:10,active,"('4816','41565.4222222222','7842','indian','41565.4236111111','active'),"
4818,18/10/13 10:29,845,english,18/10/13 10:30,active,"('4818','41565.4368055556','845','english','41565.4375','active'),"
4824,18/10/13 14:34,2598,chinese,18/10/13 14:35,active,"('4824','41565.6069444444','2598','chinese','41565.6076388889','active'),"
4826,18/10/13 8:14,2932,french,18/10/13 8:15,active,"('4826','41565.3430555556','2932','french','41565.34375','active'),"
4827,18/10/13 15:41,2230,english,18/10/13 15:43,active,"('4827','41565.6534722222','2230','english','41565.6548611111','active'),"
4828,18/10/13 9:06,11765,japanese,18/10/13 9:07,active,"('4828','41565.3791666667','11765','japanese','41565.3798611111','active'),"
4830,18/10/13 15:17,10099,japanese,18/10/13 15:19,active,"('4830','41565.6368055556','10099','japanese','41565.6381944444','active'),"
4831,18/10/13 9:16,3127,english,18/10/13 9:18,active,"('4831','41565.3861111111','3127','english','41565.3875','active'),"
4833,18/10/13 13:17,13189,french,18/10/13 13:19,active,"('4833','41565.5534722222','13189','french','41565.5548611111','active'),"
4838,18/10/13 4:36,10665,english,18/10/13 4:37,active,"('4838','41565.1916666667','10665','english','41565.1923611111','active'),"
4839,18/10/13 10:54,3233,indian,18/10/13 10:55,active,"('4839','41565.4541666667','3233','indian','41565.4548611111','active'),"
4842,18/10/13 5:53,7725,french,18/10/13 5:55,active,"('4842','41565.2451388889','7725','french','41565.2465277778','active'),"
4844,19/10/13 0:39,62,japanese,19/10/13 0:40,active,"('4844','41566.0270833333','62','japanese','41566.0277777778','active'),"
4846,19/10/13 9:24,1186,arabic,19/10/13 9:25,active,"('4846','41566.3916666667','1186','arabic','41566.3923611111','active'),"
4848,19/10/13 9:58,5974,japanese,19/10/13 9:59,active,"('4848','41566.4152777778','5974','japanese','41566.4159722222','active'),"
4851,19/10/13 10:38,9370,german,19/10/13 10:40,active,"('4851','41566.4430555556','9370','german','41566.4444444444','active'),"
4852,20/10/13 1:41,15,english,20/10/13 1:43,active,"('4852','41567.0701388889','15','english','41567.0715277778','active'),"
4853,20/10/13 16:27,2354,french,20/10/13 16:29,active,"('4853','41567.6854166667','2354','french','41567.6868055556','active'),"
4854,20/10/13 8:52,7,english,20/10/13 8:53,active,"('4854','41567.3694444444','7','english','41567.3701388889','active'),"
4855,20/10/13 11:53,20,arabic,20/10/13 11:54,active,"('4855','41567.4951388889','20','arabic','41567.4958333333','active'),"
4860,20/10/13 19:45,25,russian,20/10/13 19:46,active,"('4860','41567.8229166667','25','russian','41567.8236111111','active'),"
4862,21/10/13 16:58,12120,english,21/10/13 17:00,active,"('4862','41568.7069444444','12120','english','41568.7083333333','active'),"
4864,21/10/13 16:28,30,english,21/10/13 16:29,active,"('4864','41568.6861111111','30','english','41568.6868055556','active'),"
4865,21/10/13 11:21,61,indian,21/10/13 11:23,active,"('4865','41568.4729166667','61','indian','41568.4743055556','active'),"
4866,21/10/13 18:17,71,english,21/10/13 18:19,active,"('4866','41568.7618055556','71','english','41568.7631944444','active'),"
4867,21/10/13 7:23,55,english,21/10/13 7:25,active,"('4867','41568.3076388889','55','english','41568.3090277778','active'),"
4869,21/10/13 6:33,1,indian,21/10/13 6:34,active,"('4869','41568.2729166667','1','indian','41568.2736111111','active'),"
4871,21/10/13 13:46,2657,spanish,21/10/13 13:47,active,"('4871','41568.5736111111','2657','spanish','41568.5743055556','active'),"
4874,21/10/13 7:28,1520,english,21/10/13 7:30,active,"('4874','41568.3111111111','1520','english','41568.3125','active'),"
4876,21/10/13 18:31,4574,german,21/10/13 18:32,active,"('4876','41568.7715277778','4574','german','41568.7722222222','active'),"
4879,21/10/13 14:06,4375,chinese,21/10/13 14:07,active,"('4879','41568.5875','4375','chinese','41568.5881944444','active'),"
4882,21/10/13 11:01,8332,english,21/10/13 11:02,active,"('4882','41568.4590277778','8332','english','41568.4597222222','active'),"
4885,21/10/13 10:15,2026,japanese,21/10/13 10:17,active,"('4885','41568.4270833333','2026','japanese','41568.4284722222','active'),"
4890,21/10/13 12:59,6530,german,21/10/13 13:01,active,"('4890','41568.5409722222','6530','german','41568.5423611111','active'),"
4892,21/10/13 17:21,1,english,21/10/13 17:23,active,"('4892','41568.7229166667','1','english','41568.7243055556','active'),"
4895,22/10/13 7:33,2131,italian,22/10/13 7:35,active,"('4895','41569.3145833333','2131','italian','41569.3159722222','active'),"
4896,22/10/13 9:47,2561,english,22/10/13 9:48,active,"('4896','41569.4076388889','2561','english','41569.4083333333','active'),"
4897,22/10/13 16:52,2522,german,22/10/13 16:53,active,"('4897','41569.7027777778','2522','german','41569.7034722222','active'),"
4899,22/10/13 2:22,542,russian,22/10/13 2:24,active,"('4899','41569.0986111111','542','russian','41569.1','active'),"
4901,22/10/13 4:08,2816,english,22/10/13 4:10,active,"('4901','41569.1722222222','2816','english','41569.1736111111','active'),"
4903,22/10/13 22:07,3436,portugese,22/10/13 22:09,active,"('4903','41569.9215277778','3436','portugese','41569.9229166667','active'),"
4904,22/10/13 21:25,19,english,22/10/13 21:26,active,"('4904','41569.8923611111','19','english','41569.8930555556','active'),"
4905,22/10/13 13:50,1,english,22/10/13 13:52,active,"('4905','41569.5763888889','1','english','41569.5777777778','active'),"
4906,22/10/13 16:48,2396,german,22/10/13 16:49,active,"('4906','41569.7','2396','german','41569.7006944444','active'),"
4907,22/10/13 8:31,7663,english,22/10/13 8:32,active,"('4907','41569.3548611111','7663','english','41569.3555555556','active'),"
4910,22/10/13 4:50,5262,english,22/10/13 4:52,active,"('4910','41569.2013888889','5262','english','41569.2027777778','active'),"
4913,22/10/13 17:44,4628,german,22/10/13 17:45,active,"('4913','41569.7388888889','4628','german','41569.7395833333','active'),"
4914,22/10/13 15:06,7292,german,22/10/13 15:08,active,"('4914','41569.6291666667','7292','german','41569.6305555556','active'),"
4915,22/10/13 8:00,9431,arabic,22/10/13 8:02,active,"('4915','41569.3333333333','9431','arabic','41569.3347222222','active'),"
4916,22/10/13 18:35,6715,spanish,22/10/13 18:37,active,"('4916','41569.7743055556','6715','spanish','41569.7756944444','active'),"
4918,22/10/13 8:10,17,english,22/10/13 8:11,active,"('4918','41569.3402777778','17','english','41569.3409722222','active'),"
4919,22/10/13 17:57,712,indian,22/10/13 17:59,active,"('4919','41569.7479166667','712','indian','41569.7493055556','active'),"
4920,22/10/13 21:11,5338,english,22/10/13 21:12,active,"('4920','41569.8826388889','5338','english','41569.8833333333','active'),"
4921,22/10/13 15:12,10654,chinese,22/10/13 15:14,active,"('4921','41569.6333333333','10654','chinese','41569.6347222222','active'),"
4922,22/10/13 17:49,56,spanish,22/10/13 17:50,active,"('4922','41569.7423611111','56','spanish','41569.7430555556','active'),"
4923,23/10/13 11:41,3361,english,23/10/13 11:43,active,"('4923','41570.4868055556','3361','english','41570.4881944444','active'),"
4924,23/10/13 15:17,2525,english,23/10/13 15:19,active,"('4924','41570.6368055556','2525','english','41570.6381944444','active'),"
4928,23/10/13 9:47,829,korean,23/10/13 9:48,active,"('4928','41570.4076388889','829','korean','41570.4083333333','active'),"
4929,23/10/13 15:08,6959,english,23/10/13 15:09,active,"('4929','41570.6305555556','6959','english','41570.63125','active'),"
4930,23/10/13 20:10,5,portugese,23/10/13 20:11,active,"('4930','41570.8402777778','5','portugese','41570.8409722222','active'),"
4933,23/10/13 17:07,8111,french,23/10/13 17:09,active,"('4933','41570.7131944444','8111','french','41570.7145833333','active'),"
4934,23/10/13 11:26,6547,english,23/10/13 11:27,active,"('4934','41570.4763888889','6547','english','41570.4770833333','active'),"
4935,23/10/13 8:21,7,spanish,23/10/13 8:23,active,"('4935','41570.3479166667','7','spanish','41570.3493055556','active'),"
4936,23/10/13 18:01,11899,japanese,23/10/13 18:02,active,"('4936','41570.7506944444','11899','japanese','41570.7513888889','active'),"
4937,23/10/13 10:50,13107,english,23/10/13 10:51,active,"('4937','41570.4513888889','13107','english','41570.4520833333','active'),"
4946,23/10/13 15:42,840,english,23/10/13 15:43,active,"('4946','41570.6541666667','840','english','41570.6548611111','active'),"
4949,23/10/13 3:46,12110,korean,23/10/13 3:48,active,"('4949','41570.1569444444','12110','korean','41570.1583333333','active'),"
4950,23/10/13 10:47,11370,korean,23/10/13 10:49,active,"('4950','41570.4493055556','11370','korean','41570.4506944444','active'),"
4953,23/10/13 17:42,7133,spanish,23/10/13 17:44,active,"('4953','41570.7375','7133','spanish','41570.7388888889','active'),"
4954,23/10/13 16:24,1,french,23/10/13 16:26,active,"('4954','41570.6833333333','1','french','41570.6847222222','active'),"
4956,23/10/13 13:16,2699,english,23/10/13 13:17,active,"('4956','41570.5527777778','2699','english','41570.5534722222','active'),"
4957,23/10/13 7:05,11303,english,23/10/13 7:07,active,"('4957','41570.2951388889','11303','english','41570.2965277778','active'),"
4958,23/10/13 19:20,525,english,23/10/13 19:21,active,"('4958','41570.8055555556','525','english','41570.80625','active'),"
4959,23/10/13 17:50,3,english,23/10/13 17:52,active,"('4959','41570.7430555556','3','english','41570.7444444444','active'),"
4960,24/10/13 9:58,3270,english,24/10/13 9:59,active,"('4960','41571.4152777778','3270','english','41571.4159722222','active'),"
4963,24/10/13 9:44,3813,italian,24/10/13 9:45,active,"('4963','41571.4055555556','3813','italian','41571.40625','active'),"
4964,24/10/13 11:26,6529,english,24/10/13 11:27,active,"('4964','41571.4763888889','6529','english','41571.4770833333','active'),"
4965,24/10/13 12:00,1004,english,24/10/13 12:01,active,"('4965','41571.5','1004','english','41571.5006944444','active'),"
4967,24/10/13 11:20,26,english,24/10/13 11:21,active,"('4967','41571.4722222222','26','english','41571.4729166667','active'),"
4969,24/10/13 23:12,9477,russian,24/10/13 23:14,active,"('4969','41571.9666666667','9477','russian','41571.9680555556','active'),"
4970,24/10/13 18:55,12503,german,24/10/13 18:56,active,"('4970','41571.7881944444','12503','german','41571.7888888889','active'),"
4972,24/10/13 14:53,4099,english,24/10/13 14:55,active,"('4972','41571.6201388889','4099','english','41571.6215277778','active'),"
4973,24/10/13 13:13,1342,english,24/10/13 13:14,active,"('4973','41571.5506944444','1342','english','41571.5513888889','active'),"
4974,24/10/13 19:01,215,english,24/10/13 19:02,active,"('4974','41571.7923611111','215','english','41571.7930555556','active'),"
4976,24/10/13 11:42,10474,chinese,24/10/13 11:44,active,"('4976','41571.4875','10474','chinese','41571.4888888889','active'),"
4977,24/10/13 19:26,2246,english,24/10/13 19:27,active,"('4977','41571.8097222222','2246','english','41571.8104166667','active'),"
4981,24/10/13 16:49,19,japanese,24/10/13 16:50,active,"('4981','41571.7006944444','19','japanese','41571.7013888889','active'),"
4982,24/10/13 15:02,8,english,24/10/13 15:03,active,"('4982','41571.6263888889','8','english','41571.6270833333','active'),"
4985,24/10/13 17:44,14,english,24/10/13 17:46,active,"('4985','41571.7388888889','14','english','41571.7402777778','active'),"
4986,24/10/13 15:24,36,english,24/10/13 15:25,active,"('4986','41571.6416666667','36','english','41571.6423611111','active'),"
4988,24/10/13 9:37,1079,portugese,24/10/13 9:39,active,"('4988','41571.4006944444','1079','portugese','41571.4020833333','active'),"
4989,24/10/13 17:36,7532,spanish,24/10/13 17:37,active,"('4989','41571.7333333333','7532','spanish','41571.7340277778','active'),"
4991,24/10/13 9:16,12502,english,24/10/13 9:17,active,"('4991','41571.3861111111','12502','english','41571.3868055556','active'),"
4995,25/10/13 8:43,11260,chinese,25/10/13 8:44,active,"('4995','41572.3631944444','11260','chinese','41572.3638888889','active'),"
4996,25/10/13 9:24,1,english,25/10/13 9:25,active,"('4996','41572.3916666667','1','english','41572.3923611111','active'),"
4997,25/10/13 10:01,5696,spanish,25/10/13 10:03,active,"('4997','41572.4173611111','5696','spanish','41572.41875','active'),"
5001,25/10/13 15:39,12872,english,25/10/13 15:41,active,"('5001','41572.6520833333','12872','english','41572.6534722222','active'),"
5003,25/10/13 9:43,9053,japanese,25/10/13 9:45,active,"('5003','41572.4048611111','9053','japanese','41572.40625','active'),"
5007,25/10/13 12:22,10083,english,25/10/13 12:24,active,"('5007','41572.5152777778','10083','english','41572.5166666667','active'),"
5010,25/10/13 14:21,1161,english,25/10/13 14:22,active,"('5010','41572.5979166667','1161','english','41572.5986111111','active'),"
5011,25/10/13 12:55,7526,french,25/10/13 12:57,active,"('5011','41572.5381944444','7526','french','41572.5395833333','active'),"
5012,25/10/13 1:27,1848,english,25/10/13 1:29,active,"('5012','41572.0604166667','1848','english','41572.0618055556','active'),"
